ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46
Action 7,EMG5R,0,-2,-1,0,-3,-1,0,-1,-1,16,-5,-9,0,2,-2,-1,-2,0,0,-1,0,-3,-1,-2,19,-3,3,1,-1,-5,0,0,0,-3,0,3,-3,0,-1,9,0,1,-5,4,3,0
Action 7,EMG6R,-1,0,0,-2,5,-7,3,-4,-12,15,10,-18,-7,-2,-7,3,-28,17,3,9,11,3,-3,5,-3,1,-5,-2,1,-1,0,0,-1,2,-2,-1,-1,0,0,0,-1,-1,0,0,-2,0
Action 7,EMG7R,5,1,0,-2,-5,-3,0,-2,6,-10,23,-14,-19,0,-20,41,-6,-15,-9,22,-13,-1,-2,7,-8,-5,-5,1,-1,-1,1,0,2,-1,-1,2,-1,-3,-2,1,2,-3,-5,13,-2,0
Action 7,GLX,-0.125,2.375,-2.3125,1.3125,0.25,-0.0625,-1.75,20.125,6.9375,-62.3125,-20.875,-87.8125,-40.0625,-10.125,28.9375,55,23.875,74,22.6875,-11.75,2.625,-0.4375,0.8125,4.375,-2.1875,-2,5.0625,28.9375,54.25,-18.25,10.375,10.6875,40,0.875,-7.3125,-0.75,-2.8125,-2.25,-2,-0.6875,-3.5,-5.1875,-4.3125,-0.3125,0.0625,0
Action 7,GLY,-0.125,2.375,-2.3125,1.3125,0.25,-0.0625,-1.75,20.125,6.9375,-62.3125,-20.875,-87.8125,-40.0625,-10.125,28.9375,55,23.875,74,22.6875,-11.75,2.625,-0.4375,0.8125,4.375,-2.1875,-2,5.0625,28.9375,54.25,-18.25,10.375,10.6875,40,0.875,-7.3125,-0.75,-2.8125,-2.25,-2,-0.6875,-3.5,-5.1875,-4.3125,-0.3125,0.0625,0
Action 7,GLZ,-0.125,2.375,-2.3125,1.3125,0.25,-0.0625,-1.75,20.125,6.9375,-62.3125,-20.875,-87.8125,-40.0625,-10.125,28.9375,55,23.875,74,22.6875,-11.75,2.625,-0.4375,0.8125,4.375,-2.1875,-2,5.0625,28.9375,54.25,-18.25,10.375,10.6875,40,0.875,-7.3125,-0.75,-2.8125,-2.25,-2,-0.6875,-3.5,-5.1875,-4.3125,-0.3125,0.0625,0
Action 7,GRX,0.8125,0.6875,-0.75,2.3125,-1.3125,-0.5,-1.125,-1.3125,-31.125,-25.25,34.6875,61.1875,23.4375,1.6875,-31.25,-30.5625,-72.5,-19.3125,-22.5,31.5,11,8.9375,-13.625,-6.875,-2.875,-6.0625,3,-4.5,-25.875,-36.1875,40.375,-3.3125,-19.8125,2.4375,9.375,0.4375,-3,3.3125,7.125,1.5625,4.5,2.375,5.0625,1.875,3.4375,0
Action 7,GRY,0.8125,0.6875,-0.75,2.3125,-1.3125,-0.5,-1.125,-1.3125,-31.125,-25.25,34.6875,61.1875,23.4375,1.6875,-31.25,-30.5625,-72.5,-19.3125,-22.5,31.5,11,8.9375,-13.625,-6.875,-2.875,-6.0625,3,-4.5,-25.875,-36.1875,40.375,-3.3125,-19.8125,2.4375,9.375,0.4375,-3,3.3125,7.125,1.5625,4.5,2.375,5.0625,1.875,3.4375,0
Action 7,GRZ,0.8125,0.6875,-0.75,2.3125,-1.3125,-0.5,-1.125,-1.3125,-31.125,-25.25,34.6875,61.1875,23.4375,1.6875,-31.25,-30.5625,-72.5,-19.3125,-22.5,31.5,11,8.9375,-13.625,-6.875,-2.875,-6.0625,3,-4.5,-25.875,-36.1875,40.375,-3.3125,-19.8125,2.4375,9.375,0.4375,-3,3.3125,7.125,1.5625,4.5,2.375,5.0625,1.875,3.4375,0
Action 7,ORL,3.229808,3.234245,3.24008,3.238489,3.243905,3.241678,3.243863,3.297533,3.523035,3.462145,3.399073,3.275533,3.171521,3.109334,3.139835,3.232406,3.281557,3.488283,3.496406,3.475985,3.442365,3.426156,3.424055,3.423739,3.434275,3.440945,3.445648,3.438789,3.473655,3.412206,3.386946,3.310802,3.270011,3.239959,3.210533,3.206867,3.214413,3.221828,3.242231,3.252754,3.2606,3.259022,3.250253,3.239108,3.223852,0
