ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47,time48,time49,time50,time51,time52,time53,time54,time55,time56,time57,time58,time59,time60,time61,time62,time63,time64,time65,time66,time67,time68,time69,time70,time71,time72,time73,time74,time75,time76,time77,time78,time79,time80,time81,time82,time83,time84,time85
Action 6,OPR,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,NaN,NaN
Action 6,OYR,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,NaN,NaN
Action 7,ALX,0.9277344,0.9355469,0.8999023,0.8857422,0.8774414,1,1.008301,0.987793,0.9824219,0.8476563,0.6801758,0.484375,0.3476563,0.1831055,-0.2392578,-0.2392578,-0.456543,-0.5947266,-0.7197266,-0.7543945,-0.7788086,-0.7788086,-0.8442383,-0.8710938,-0.8725586,-0.8999023,-0.9213867,-1.02832,-1.10498,-1.227539,-1.58252,-1.260254,-0.4814453,1.050293,0.2578125,-0.2329102,-0.05029297,-0.05957031,-0.1499023,-0.1479492,-0.1542969,-0.3476563,-0.4101563,0.2905273,-0.4765625,-0.4931641,0.02441406,0.621582,0.01904297,0.01904297,0.4609375,0.4609375,0.1333008,0.2788086,0.6376953,0.6870117,0.6064453,0.8310547,0.809082,0.8349609,0.9116211,0.9350586,0.9384766,0.9316406,0.9443359,0.9321289,0.9858398,0.9135742,0.8530273,0.8022461,0.8481445,0.8881836,0.9121094,0.918457,0.9282227,0.9345703,0.9428711,0.9423828,0.9355469,0.9262695,0.9311523,0.9267578,0.9160156,NaN,NaN
Action 7,ALY,0.3188477,0.3530273,0.6513672,0.7358398,0.8095703,0.8237305,0.7963867,0.7680664,0.7607422,0.6738281,0.6645508,0.6577148,0.5751953,0.4858398,0.3100586,0.3100586,0.2729492,0.2246094,0.09326172,0.1337891,0.1162109,0.1162109,0.1035156,0.1000977,0.1074219,0.1108398,0.08837891,0.05224609,0.06884766,-0.01464844,0.05810547,0.1376953,0.253418,0.2612305,0.1611328,0.2978516,0.3334961,0.3745117,0.3642578,0.3916016,0.3549805,0.3813477,0.3999023,0.3818359,0.4521484,0.2646484,0.5043945,0.4223633,0.07958984,0.07958984,0.3271484,0.3271484,0.4321289,0.6474609,0.75,0.8144531,0.793457,0.9287109,0.8681641,0.6054688,0.6582031,0.6743164,0.6708984,0.5712891,0.4838867,0.4448242,0.4951172,0.3515625,0.2641602,0.3662109,0.4140625,0.3237305,0.269043,0.2675781,0.284668,0.3046875,0.309082,0.2871094,0.2924805,0.2744141,0.2719727,0.269043,0.3041992,NaN,NaN
Action 7,ALZ,0.1640625,0.1606445,0.2119141,0.2392578,0.2446289,0.3364258,0.4594727,0.5561523,0.6831055,0.7626953,0.8383789,0.8339844,0.7797852,0.7275391,0.5493164,0.5493164,0.4038086,0.3408203,0.3417969,0.3618164,0.4848633,0.4848633,0.5170898,0.4926758,0.5063477,0.4794922,0.4389648,0.3554688,0.3725586,0.3129883,0.2558594,0.6289063,0.8876953,0.7827148,1.019531,1.056641,0.9160156,0.9008789,0.9301758,0.949707,0.9658203,0.8886719,0.7260742,1.088867,0.5595703,1.040039,0.6455078,1.037109,0.6674805,0.6674805,0.7407227,0.7407227,0.6547852,0.7758789,0.7856445,0.8198242,0.75,0.690918,0.5483398,0.4580078,0.3452148,0.253418,0.2167969,0.2045898,0.2114258,0.2294922,0.2255859,0.1850586,0.2265625,0.1582031,0.1201172,0.1411133,0.1933594,0.2050781,0.184082,0.1416016,0.1040039,0.1157227,0.109375,0.1303711,0.1479492,0.1518555,0.1240234,NaN,NaN
Action 7,ARX,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,0.940918,NaN,NaN
Action 7,ARY,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,-0.3310547,NaN,NaN
Action 7,ARZ,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,0.1015625,NaN,NaN
Action 7,EMG0L,-9,9,-2,1,-3,5,-8,3,-6,-2,-7,6,16,8,34,8,-22,1,21,-19,6,6,-12,27,19,-19,-11,11,8,-10,16,2,-2,-31,-21,-8,-7,-3,10,7,10,8,15,-6,-31,3,7,-7,-10,14,1,-12,-8,-1,-3,0,0,-1,12,-4,-4,-8,0,8,6,9,-3,-3,-2,-4,0,12,-4,7,-6,-16,-3,0,-3,-2,1,0,-4,NaN,NaN
Action 7,EMG1L,-2,0,-10,-10,-3,-3,-7,0,-1,-1,3,0,-2,11,-5,12,6,-7,-17,3,10,10,-13,-2,7,-5,-11,4,29,-9,28,0,-11,-39,-14,-5,7,-5,9,-5,12,7,14,-13,-26,9,9,0,4,4,-2,-3,-3,-2,-2,0,-1,0,1,1,1,1,0,-1,-3,1,0,-2,0,0,0,1,0,0,-2,-2,-1,-1,-2,-2,0,-1,-1,NaN,NaN
Action 7,EMG2L,-5,-5,-3,-21,-7,0,-3,-12,-16,-2,0,-4,3,7,-12,2,-5,-3,-6,19,17,17,-11,-4,3,-3,4,10,-7,-5,2,-1,-6,-7,-6,2,3,10,2,-6,-5,8,-4,4,1,4,-1,3,1,-3,-1,-2,-2,-2,-2,0,1,0,1,-2,0,-1,1,-1,-2,0,-1,-2,0,-2,0,-2,1,0,-1,-1,-2,-1,-1,-2,-1,0,0,NaN,NaN
Action 7,EMG3L,-2,-2,1,-2,-2,0,3,-8,6,19,14,-14,-13,-8,-5,-17,-20,9,-5,16,27,27,-2,-11,-7,11,14,2,-6,-22,-4,-10,2,-21,-9,15,13,14,11,8,21,-13,-19,-4,19,3,23,0,8,-1,5,-2,11,0,0,14,-5,-1,1,-1,0,-2,1,-4,-5,0,-4,-6,-1,-3,-1,-2,-1,0,-1,-2,-5,-1,-1,-1,0,-1,-1,NaN,NaN
Action 7,EMG4L,-2,-3,1,-1,-1,1,-1,-3,1,-3,5,-5,8,2,8,-25,25,-3,6,-3,6,6,-8,-2,1,-4,-6,5,7,1,-23,16,-2,-14,-3,12,14,4,47,10,-3,-18,-8,21,-8,7,7,1,0,-7,4,-11,-5,2,-1,3,-3,0,2,-1,-3,-3,-1,-6,2,2,5,-12,6,3,0,2,4,1,-2,0,-8,8,-1,1,2,-4,0,NaN,NaN
Action 7,EMG5L,-1,-1,-1,-5,1,1,0,0,0,0,0,5,5,6,-1,-10,-4,-18,0,2,4,4,7,7,3,1,-2,14,-19,21,-14,9,-1,2,-6,3,5,-4,19,-2,-1,-11,-6,15,-16,2,33,-12,-7,-3,-2,6,-7,1,0,0,-1,-1,1,-2,2,2,1,5,11,1,6,-1,-8,-8,-1,-9,5,9,0,-1,3,2,5,-1,0,0,-6,NaN,NaN
Action 7,EMG6L,-4,2,-1,-6,5,-3,5,3,3,3,-1,3,2,-6,7,1,1,8,-9,-18,12,12,2,9,9,7,-18,32,-31,74,41,-37,-18,41,-27,-21,47,-15,-3,-24,7,-19,-45,22,-22,8,19,-15,6,7,3,17,-13,0,-2,-2,-1,-3,4,-5,0,1,-2,0,-1,6,-3,-2,-4,0,-2,6,-7,-6,-2,1,-5,-14,0,-14,-4,0,0,NaN,NaN
Action 7,EMG7L,-16,12,-2,-9,7,-2,7,3,0,10,-7,7,20,26,27,-2,3,-2,5,-42,3,3,-6,26,0,6,-6,7,-18,-14,10,-15,4,2,-54,-24,-10,-37,16,30,-32,-41,4,7,-23,27,10,-21,1,5,-7,1,-5,3,2,-2,4,-8,-5,-8,0,-9,-11,14,-9,18,-27,34,-15,-3,7,-3,-26,-1,1,-7,-11,-28,-11,4,1,-5,-5,NaN,NaN
Action 7,EMG0R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN
Action 7,EMG1R,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NaN,NaN
Action 7,EMG2R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN,NaN
Action 7,EMG3R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN
Action 7,EMG4R,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,NaN,NaN
Action 7,EMG5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
Action 7,EMG6R,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN
Action 7,EMG7R,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NaN,NaN
Action 7,GLX,3.375,11.25,-18.1875,-26.4375,-43.3125,-67.25,-67.5625,-88.5,-110.875,-121.75,-108.125,-112.375,-105.625,-99.8125,-75.8125,-75.8125,-40.1875,-36.125,-9.625,-6.625,4.125,4.125,-2,0,-4.375,-6.875,-5.125,-8.375,-17.4375,-11.25,2.625,26.8125,39.3125,-11.9375,43.625,31.875,10.5,8.5625,12.125,7.75,-2.75,1.3125,1.8125,-5.6875,10.8125,1.6875,6.8125,9.5,30.75,30.75,59.25,59.25,100.625,125.75,118.6875,106.6875,116.375,113.9375,59.25,74.5625,81.875,64.125,25,-7.625,-12.875,-3.0625,-27.875,-96.8125,-25.0625,11.1875,13.8125,-3.0625,10.6875,19.625,23.625,16.625,12,-1.6875,-2.875,-2.6875,1.8125,1.9375,1.0625,NaN,NaN
Action 7,GLY,3.375,11.25,-18.1875,-26.4375,-43.3125,-67.25,-67.5625,-88.5,-110.875,-121.75,-108.125,-112.375,-105.625,-99.8125,-75.8125,-75.8125,-40.1875,-36.125,-9.625,-6.625,4.125,4.125,-2,0,-4.375,-6.875,-5.125,-8.375,-17.4375,-11.25,2.625,26.8125,39.3125,-11.9375,43.625,31.875,10.5,8.5625,12.125,7.75,-2.75,1.3125,1.8125,-5.6875,10.8125,1.6875,6.8125,9.5,30.75,30.75,59.25,59.25,100.625,125.75,118.6875,106.6875,116.375,113.9375,59.25,74.5625,81.875,64.125,25,-7.625,-12.875,-3.0625,-27.875,-96.8125,-25.0625,11.1875,13.8125,-3.0625,10.6875,19.625,23.625,16.625,12,-1.6875,-2.875,-2.6875,1.8125,1.9375,1.0625,NaN,NaN
Action 7,GLZ,3.375,11.25,-18.1875,-26.4375,-43.3125,-67.25,-67.5625,-88.5,-110.875,-121.75,-108.125,-112.375,-105.625,-99.8125,-75.8125,-75.8125,-40.1875,-36.125,-9.625,-6.625,4.125,4.125,-2,0,-4.375,-6.875,-5.125,-8.375,-17.4375,-11.25,2.625,26.8125,39.3125,-11.9375,43.625,31.875,10.5,8.5625,12.125,7.75,-2.75,1.3125,1.8125,-5.6875,10.8125,1.6875,6.8125,9.5,30.75,30.75,59.25,59.25,100.625,125.75,118.6875,106.6875,116.375,113.9375,59.25,74.5625,81.875,64.125,25,-7.625,-12.875,-3.0625,-27.875,-96.8125,-25.0625,11.1875,13.8125,-3.0625,10.6875,19.625,23.625,16.625,12,-1.6875,-2.875,-2.6875,1.8125,1.9375,1.0625,NaN,NaN
Action 7,GRX,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN
Action 7,GRY,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN
Action 7,GRZ,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,0.3125,NaN,NaN
Action 7,ORL,6.821793,6.830365,6.841676,6.831727,6.826909,6.786947,6.706044,6.606972,6.485898,6.343905,6.217211,6.093228,6.033696,5.911964,5.728972,5.728972,5.55791,5.498747,5.348126,5.319518,5.282502,5.282502,5.280242,5.279882,5.283684,5.290049,5.294687,5.278306,5.251975,5.239901,5.285386,5.357243,5.393008,5.432526,5.457409,5.495702,5.512889,5.521079,5.536817,5.552115,5.552729,5.555568,5.561395,5.558082,5.586526,5.601275,5.613519,5.613934,5.646166,5.646166,5.722703,5.722703,5.86938,6.074678,6.266243,6.317456,6.411092,6.534616,6.589333,6.640515,6.68467,6.752332,6.806988,6.836778,6.836487,6.831501,6.815593,6.711711,6.633847,6.644145,6.688312,6.699676,6.703998,6.713171,6.739964,6.769745,6.788078,6.813297,6.812634,6.802991,6.79149,6.78599,6.780782,NaN,NaN
Action 7,OPL,3.044466,3.046655,3.0788,3.109979,3.155669,3.280094,3.454105,3.687424,3.972775,4.297019,4.64428,5.007302,5.19103,5.550863,6.035209,6.035209,6.403876,6.500787,6.678532,6.707198,6.736024,6.736024,6.734898,6.73488,6.734135,6.73392,6.720857,6.697326,6.634274,6.57461,6.391159,6.083843,5.889262,5.420165,5.299961,5.293653,5.277709,5.269656,5.265066,5.266197,5.267632,5.272918,5.285144,5.262054,5.27447,5.255433,5.246089,5.214625,5.192816,5.192816,5.039473,5.039473,4.861878,4.606389,4.266669,4.151629,3.921396,3.710325,3.53312,3.372556,3.300758,3.177149,3.106916,3.069459,3.055459,3.041451,3.050974,3.076466,3.094897,3.104976,3.11241,3.104416,3.09151,3.085418,3.071895,3.059389,3.053752,3.045328,3.046621,3.047366,3.049367,3.050726,3.055694,NaN,NaN
Action 7,OYL,5.118544,5.116088,5.100994,5.097288,5.078351,5.046819,5.052403,5.062687,5.066977,5.071959,5.075307,5.071323,5.059665,5.023515,4.936293,4.936293,4.821868,4.771659,4.629804,4.600209,4.557897,4.557897,4.556332,4.555571,4.5623,4.57329,4.596989,4.588387,4.578144,4.571614,4.632098,4.699261,4.722938,4.816081,4.814246,4.828853,4.840245,4.845348,4.854699,4.861217,4.86448,4.864621,4.864631,4.867485,4.870111,4.869275,4.867781,4.860371,4.850859,4.850859,4.849125,4.849125,4.870807,4.911975,4.966565,4.982458,5.030532,5.050767,5.078254,5.112131,5.11384,5.125805,5.112178,5.084205,5.077491,5.074813,5.073123,5.086958,5.111973,5.108409,5.085918,5.075296,5.077051,5.077983,5.07645,5.066773,5.054718,5.031136,5.030463,5.037385,5.050034,5.056662,5.066064,NaN,NaN
Action 7,ORR,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,2.968901,NaN,NaN
Action 7,OPR,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,3.067453,NaN,NaN
Action 7,OYR,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,4.668088,NaN,NaN
Action 8,ALX,0.9194336,0.921875,0.9282227,0.9238281,0.8813477,0.8999023,0.9628906,0.9663086,0.9853516,0.9301758,0.9301758,0.9125977,0.8129883,0.5444336,0.3999023,0.1416016,-0.1113281,-0.2539063,-0.4931641,-0.7553711,-0.7636719,-0.7993164,-0.7993164,-0.7426758,-0.7426758,-0.8769531,-0.9545898,-0.9829102,-0.9829102,-0.9648438,-1.193848,-1.193848,-1.193848,-1.352539,-0.8129883,0.8110352,0.3095703,-0.03320313,-0.1914063,-0.05126953,-0.1220703,-0.15625,-0.1723633,-0.1870117,-0.1870117,-0.1738281,-0.1938477,-0.1889648,-0.1679688,-0.159668,-0.1323242,-0.1108398,0.01953125,0.09814453,0.1606445,0.2060547,0.2705078,0.1733398,0.1733398,0.1733398,0.4624023,0.6743164,0.730957,0.8291016,0.9272461,0.8901367,1.01709,1.037598,1.016113,0.9609375,0.9052734,0.8325195,0.8178711,0.8476563,0.8828125,0.9301758,0.9350586,0.9282227,0.9291992,0.9277344,0.9472656,0.8999023,0.9311523,NaN,NaN
