ActionCount,Sensor,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17,time18,time19,time20,time21,time22,time23,time24,time25,time26,time27,time28,time29,time30,time31,time32,time33,time34,time35,time36,time37,time38,time39,time40,time41,time42,time43,time44,time45,time46,time47
Action 122,EMG0R,0,4,5,1,2,-1,-1,-1,26,-10,1,16,-13,9,-30,-2,-32,16,11,-30,23,0,2,-33,-5,5,12,14,-24,15,-4,-31,3,-2,-2,-4,-8,19,-17,-70,22,-9,-33,10,13,0,0
Action 122,EMG1R,-2,-3,-3,-1,0,7,5,-14,46,-21,-6,9,-14,15,-8,-6,-19,-1,2,-12,-8,8,3,-10,10,-18,3,2,-12,4,0,-10,0,-8,10,-17,7,-3,-18,-6,-4,2,1,-3,-5,0,0
Action 122,EMG2R,-4,1,0,-3,-2,6,2,-11,22,-21,-8,17,-11,27,-13,-9,-11,-2,-3,-15,1,11,0,-5,18,-20,3,3,3,-7,-9,1,12,-1,5,-12,2,0,-12,2,-5,-7,1,-9,-5,0,0
Action 122,EMG3R,-2,-1,0,-1,0,1,-1,-5,14,-24,3,10,-21,32,-10,-33,36,-9,-6,-39,23,8,-17,26,11,17,-18,19,-18,-92,0,-44,69,-2,-16,-16,-21,-8,-5,8,-5,-2,0,-22,-3,0,0
Action 122,EMG4R,-2,0,-1,3,1,-6,0,7,54,-4,15,5,-31,16,-15,6,-38,42,0,-16,27,28,8,24,-15,-3,-5,-1,-5,-82,10,19,35,-9,-12,-4,4,-2,-3,0,-5,1,2,-14,-3,0,0
Action 122,EMG5R,0,0,1,-2,-4,-5,-5,-2,-2,-4,-3,-3,5,-18,-19,-17,-9,12,-7,-9,36,-37,32,26,-1,-11,2,27,-10,10,6,13,25,-2,3,-5,-1,-25,-9,13,-12,-1,-3,19,-3,0,0
Action 122,EMG6R,1,1,-1,-1,-31,17,-1,-9,-2,-3,10,1,-11,-6,-16,-38,-14,5,-33,-70,26,-39,39,44,0,7,4,-10,-61,13,-13,25,11,4,7,-1,26,-11,10,-4,-9,6,1,19,-3,0,0
Action 122,EMG7R,0,4,1,-1,-2,0,-4,-4,6,-4,-26,-28,-24,2,-59,-40,-11,27,-11,-60,97,-2,5,1,-2,-47,-69,-9,56,-76,27,-81,1,60,127,-36,-33,-49,58,9,1,0,0,0,103,0,0
Action 122,GLX,-4.6875,-3.25,0.1875,-1.25,1.625,-1.875,8.0625,11.25,-13,21.125,18,-1.6875,-9.0625,-17,-24.3125,-10.5625,0.5625,-5.25,-7.9375,4.3125,1.8125,-3.5,-5.75,-4.375,-13.6875,-7.75,-6.5,-5.375,11.8125,-10.5625,-2,-2,0.75,-0.9375,5.5,6.75,-8.5625,-13.125,-9.4375,-29.875,23.25,-7.5,4.8125,-12.6875,-12.3125,0,0
Action 122,GLY,-4.6875,-3.25,0.1875,-1.25,1.625,-1.875,8.0625,11.25,-13,21.125,18,-1.6875,-9.0625,-17,-24.3125,-10.5625,0.5625,-5.25,-7.9375,4.3125,1.8125,-3.5,-5.75,-4.375,-13.6875,-7.75,-6.5,-5.375,11.8125,-10.5625,-2,-2,0.75,-0.9375,5.5,6.75,-8.5625,-13.125,-9.4375,-29.875,23.25,-7.5,4.8125,-12.6875,-12.3125,0,0
Action 122,GLZ,-4.6875,-3.25,0.1875,-1.25,1.625,-1.875,8.0625,11.25,-13,21.125,18,-1.6875,-9.0625,-17,-24.3125,-10.5625,0.5625,-5.25,-7.9375,4.3125,1.8125,-3.5,-5.75,-4.375,-13.6875,-7.75,-6.5,-5.375,11.8125,-10.5625,-2,-2,0.75,-0.9375,5.5,6.75,-8.5625,-13.125,-9.4375,-29.875,23.25,-7.5,4.8125,-12.6875,-12.3125,0,0
Action 122,GRX,-3.75,1.3125,-1.6875,1.125,-0.5625,-8.25,-10.5625,34,29.5,24.1875,-7.25,14.1875,30.75,33.4375,21.9375,13.75,11.3125,17.625,20.1875,15.375,35.375,80,25.125,29.5625,-0.375,-27.5625,-69.1875,-88.875,-72.75,-32.6875,15.1875,7.3125,10.25,-12.875,-10.125,-15.125,27,46.6875,36.5625,22.9375,16.125,-11.1875,-14.625,-34.4375,-9.5625,0,0
Action 122,GRY,-3.75,1.3125,-1.6875,1.125,-0.5625,-8.25,-10.5625,34,29.5,24.1875,-7.25,14.1875,30.75,33.4375,21.9375,13.75,11.3125,17.625,20.1875,15.375,35.375,80,25.125,29.5625,-0.375,-27.5625,-69.1875,-88.875,-72.75,-32.6875,15.1875,7.3125,10.25,-12.875,-10.125,-15.125,27,46.6875,36.5625,22.9375,16.125,-11.1875,-14.625,-34.4375,-9.5625,0,0
Action 122,GRZ,-3.75,1.3125,-1.6875,1.125,-0.5625,-8.25,-10.5625,34,29.5,24.1875,-7.25,14.1875,30.75,33.4375,21.9375,13.75,11.3125,17.625,20.1875,15.375,35.375,80,25.125,29.5625,-0.375,-27.5625,-69.1875,-88.875,-72.75,-32.6875,15.1875,7.3125,10.25,-12.875,-10.125,-15.125,27,46.6875,36.5625,22.9375,16.125,-11.1875,-14.625,-34.4375,-9.5625,0,0
Action 122,ORL,2.593402,2.594418,2.593766,2.591483,2.593216,2.591343,2.607911,2.814428,3.099213,3.357306,3.444384,3.51924,3.516184,3.48923,3.458892,3.444028,3.441083,3.434228,3.429124,3.430318,3.429086,3.431259,3.427905,3.41741,3.38673,3.373,3.363899,3.365734,3.372259,3.363335,3.366681,3.366681,3.375057,3.370503,3.382773,3.39841,3.391333,3.354119,3.28683,3.236093,3.18121,3.077614,2.855272,2.698865,2.454031,0,0
Action 122,OPL,3.039817,3.042175,3.044476,3.041556,3.040639,3.039672,3.042631,3.096643,3.249735,3.621716,3.847917,4.255318,4.531979,4.649503,4.70905,4.741241,4.738261,4.735146,4.729942,4.735546,4.776593,4.820315,4.910431,4.968589,5.031791,5.040192,5.040486,5.015676,4.984429,4.962183,4.942305,4.942305,4.940228,4.934641,4.926844,4.911133,4.804383,4.578014,4.294787,4.040928,3.733374,3.51157,3.268584,3.181626,3.086615,0,0
Action 122,OYL,5.222995,5.21542,5.211662,5.214113,5.21599,5.215479,5.203889,5.009865,4.691943,4.390351,4.300181,4.197986,4.152095,4.129082,4.103996,4.076981,4.080382,4.084266,4.088707,4.091981,4.070467,4.048492,4.012344,4.004907,4.026027,4.053187,4.082744,4.119603,4.132896,4.133154,4.120389,4.120389,4.118084,4.141241,4.151834,4.16909,4.213716,4.277297,4.352016,4.431081,4.552465,4.682343,4.970257,5.129746,5.35521,0,0
Action 122,ORR,6.925052,6.926403,6.927663,6.927579,6.925956,6.925746,6.879745,6.804169,6.691257,6.658337,6.629731,6.643362,6.70067,6.756109,6.803635,6.825745,6.841663,6.86166,6.922328,6.956038,7.008407,7.097703,7.157899,7.196891,7.186194,7.126032,7.006088,6.825714,6.723168,6.673483,6.672802,6.686724,6.683417,6.669049,6.650968,6.622634,6.633866,6.727068,6.783034,6.774686,6.849841,6.958434,7.147048,7.330304,7.431149,0,0
Action 122,OPR,3.204149,3.206196,3.207614,3.206349,3.204505,3.204438,3.220801,3.291473,3.456567,3.82658,4.14694,4.434055,4.728185,4.849412,4.931837,4.949445,4.956793,4.98246,5.077478,5.190555,5.355652,5.479227,5.415015,5.27051,5.032963,4.882994,4.81394,4.86202,4.997636,5.140696,5.240364,5.233464,5.22663,5.216197,5.168419,5.067926,4.858391,4.509274,4.183896,3.777547,3.548063,3.358978,3.161329,3.083083,3.054177,0,0
Action 122,OYR,6.473585,6.466188,6.460778,6.461732,6.460091,6.455447,6.480525,6.615474,6.804964,6.946837,6.989037,6.988125,6.961328,6.937912,6.942087,6.949174,6.954156,6.96463,6.97602,6.984499,6.987314,6.890253,6.798903,6.719684,6.674404,6.704796,6.788672,6.901747,6.921803,6.889493,6.824649,6.783282,6.793252,6.796348,6.8005,6.82464,6.85916,6.854201,6.839108,6.775741,6.721934,6.594964,6.322951,6.079631,5.944835,0,0
Action 123,ALX,0.9365234,0.9326172,0.9423828,0.9311523,0.9433594,0.9462891,1.15625,0.9741211,0.9121094,0.4150391,0.2895508,0.3330078,0.222168,0.1494141,0.1191406,0.01074219,0.09667969,0.06738281,0.05566406,-0.006347656,0.05371094,0.06494141,0.07226563,-0.009277344,-0.02441406,-0.02294922,-0.04003906,-0.03808594,-0.03320313,-0.0078125,0.02587891,0.05664063,0.03076172,0.01318359,-0.01757813,0.02978516,-0.0078125,0.01806641,0.01806641,0.01806641,0.04541016,0.3120117,0.6762695,0.8662109,1.153809,0,0
Action 123,ALY,-0.3286133,-0.3486328,-0.340332,-0.3369141,-0.3300781,-0.3476563,-0.2387695,-0.6064453,-0.6064453,-0.8007813,-0.6420898,-0.730957,-0.7211914,-0.7148438,-0.7822266,-0.7773438,-0.9013672,-0.8789063,-0.8510742,-0.7719727,-0.8413086,-0.8881836,-0.9179688,-0.8588867,-0.8354492,-0.8154297,-0.8310547,-0.8291016,-0.8276367,-0.8256836,-0.8398438,-0.8959961,-0.894043,-0.8476563,-0.8256836,-0.8647461,-0.8217773,-0.800293,-0.800293,-0.800293,-0.6870117,-0.6728516,-0.5947266,-0.5161133,-0.3452148,0,0
Action 123,ALZ,0.04931641,0.06396484,0.06298828,0.04785156,0.04003906,0.04882813,-0.009277344,0.3183594,0.4350586,0.434082,0.4858398,0.5615234,0.4985352,0.5375977,0.6088867,0.5820313,0.5737305,0.5576172,0.5546875,0.5791016,0.5634766,0.6186523,0.5869141,0.5712891,0.5288086,0.5541992,0.5722656,0.5761719,0.5644531,0.5424805,0.5473633,0.546875,0.5483398,0.5488281,0.4541016,0.5292969,0.5366211,0.5512695,0.5512695,0.5512695,0.3569336,0.390625,0.3730469,0.1611328,0.008300781,0,0
Action 123,ARX,0.8935547,0.8955078,0.9023438,0.8916016,0.8945313,0.9824219,1.055664,0.9418945,0.7353516,0.5224609,0.5639648,0.578125,0.3256836,0.08105469,-0.02392578,0.08398438,0.01367188,-0.03222656,-0.07324219,-0.1591797,-0.3154297,-0.3754883,-0.3100586,-0.05761719,0.1069336,0.1948242,0.1933594,0.1289063,0.01806641,-0.06835938,-0.1826172,-0.1577148,-0.1982422,-0.125,-0.02001953,-0.1337891,-0.1088867,0.002441406,-0.09179688,0.08251953,0.3662109,0.9365234,0.7602539,1.009277,0.9926758,0,0
Action 123,ARY,0.3691406,0.3710938,0.3754883,0.3618164,0.3642578,0.3759766,0.3623047,0.5302734,0.6547852,0.6694336,0.6796875,0.8256836,0.871582,0.7255859,0.7441406,0.8325195,0.8525391,0.9394531,0.9267578,1.099121,0.9741211,0.8457031,0.6704102,0.8852539,0.6787109,0.9375,1.058594,1.068848,1.091797,1.078125,0.9589844,0.8491211,0.7680664,0.7895508,0.9057617,0.8652344,0.8203125,0.7294922,0.7441406,0.7353516,0.7939453,0.793457,0.534668,0.6176758,0.3945313,0,0
Action 123,ARZ,0.1308594,0.1235352,0.1494141,0.1088867,0.1240234,0.07714844,0.09912109,0.3828125,0.3930664,0.3574219,0.4516602,0.4995117,0.4833984,0.4892578,0.4765625,0.4926758,0.5126953,0.4760742,0.4301758,0.4643555,0.3955078,0.2807617,0.4331055,0.1738281,0.4111328,0.4291992,0.4169922,0.4243164,0.3867188,0.3481445,0.3222656,0.3959961,0.4985352,0.5151367,0.6079102,0.480957,0.4599609,0.5166016,0.4291992,0.5048828,0.5029297,0.3115234,0.2402344,0.2636719,0.1396484,0,0
Action 123,EMG0L,-1,1,1,1,-1,-2,-4,4,-7,0,-1,0,-11,-10,-1,6,2,2,19,6,-25,-7,8,6,3,-14,-1,5,-13,18,-3,15,13,4,-9,5,25,-2,-3,1,-3,3,-3,-6,-8,0,0
Action 123,EMG1L,1,2,-1,2,1,-2,-6,-2,-4,-1,2,9,-3,-6,-4,11,5,-2,1,0,-4,-2,3,0,-5,2,1,3,-9,-6,0,6,-4,-5,-5,11,1,-7,-6,3,-2,3,-2,9,5,0,0
Action 123,EMG2L,-3,-3,0,-2,0,-1,-26,-12,-45,11,40,97,-1,-7,1,17,52,-31,-10,5,-24,-2,25,0,9,11,6,44,16,-43,9,-19,-87,9,-69,6,-16,5,-4,3,-14,10,-2,-5,3,0,0
Action 123,EMG3L,0,-2,-3,0,-2,-5,-8,-3,1,-3,3,-7,-8,-11,6,-4,5,-1,2,-6,0,0,-7,2,11,-12,-6,15,-4,0,-4,1,-6,-3,-1,-10,-5,-12,-4,-3,-2,7,-3,2,21,0,0
Action 123,EMG4L,-1,-2,-1,0,0,-5,-7,10,0,-8,-5,-30,6,-10,8,3,9,5,-4,7,0,4,-11,-5,7,-1,-11,2,5,5,-7,3,-4,-17,-3,3,-2,11,0,-4,-5,0,-5,-2,14,0,0
Action 123,EMG5L,-3,0,-1,-1,-7,4,-10,32,-13,-14,-3,-16,6,-23,-10,8,4,16,-28,5,9,2,-2,-23,4,12,-21,5,-12,8,-6,4,-4,-13,-5,4,-5,22,-4,-4,-6,-1,-6,-1,10,0,0
Action 123,EMG6L,-1,-2,-6,-2,-7,3,-4,-1,-11,-44,2,-7,17,-1,-47,25,-18,17,-14,-7,24,38,-48,-49,-33,0,15,51,-47,17,-47,47,-17,5,-9,11,12,19,4,-14,-3,-5,-38,-14,3,0,0
Action 123,EMG7L,-3,-3,-4,-3,-2,-6,-6,-6,-18,-12,-2,0,19,-12,4,-10,0,-9,-13,4,-46,28,-26,-9,-2,-50,5,-22,-28,11,-11,47,-4,-22,-42,46,-33,-8,7,1,-15,11,-35,-5,-11,0,0
Action 123,EMG0R,-4,-25,4,10,3,-2,-3,-2,5,-8,6,4,4,1,14,-3,-11,-1,4,17,30,-18,14,13,-17,5,-11,-25,11,21,1,6,9,-3,-7,-17,6,-2,-1,-30,31,-15,-10,51,-5,0,0
Action 123,EMG1R,0,-3,-4,-3,-2,-2,-3,-1,4,-16,3,-12,-6,2,36,-3,8,6,-3,0,-6,-6,8,13,-9,0,-10,-17,19,1,6,19,34,-2,-15,-7,2,2,0,-9,5,-7,-8,0,-3,0,0
Action 123,EMG2R,-1,-1,-2,0,-2,-2,-7,-9,10,-22,-11,-5,-11,-3,19,-5,9,6,-6,-1,2,4,12,12,-12,0,-16,-14,5,-4,-6,-3,24,0,-2,0,-2,-4,0,-5,4,-6,0,3,2,0,0
Action 123,EMG3R,0,0,0,-3,-4,-1,-5,-9,7,-8,-6,1,-9,-19,-1,-30,7,2,40,32,37,-37,81,-15,-42,16,-6,-13,-3,-43,5,-62,13,4,0,32,19,-22,-22,-18,2,-9,3,3,13,0,0
Action 123,EMG4R,-3,-2,-3,-1,2,1,1,-11,5,1,-5,14,36,13,-6,-8,24,8,-8,4,-10,-23,4,-22,-24,0,-8,7,50,-47,76,-13,2,-13,7,7,-9,-2,1,3,0,1,0,2,14,0,0
Action 123,EMG5R,-3,0,-1,0,-2,-6,2,-3,-3,-8,-10,0,4,5,-26,-13,3,-5,-2,5,14,-26,9,-4,5,-8,10,-5,4,-9,18,-46,1,-41,7,14,4,-4,-3,-24,-7,9,-2,6,6,0,0
Action 123,EMG6R,-2,-4,-5,-1,-3,-16,1,4,0,-3,-8,6,7,1,-9,-14,20,-17,-8,11,30,-81,-3,32,-9,-32,-3,0,-2,-37,-13,-8,11,12,21,10,7,-7,10,27,-9,-3,-2,5,-4,0,0
Action 123,EMG7R,0,-13,-7,0,-1,0,3,-5,0,-2,1,1,40,-11,11,-39,9,3,-8,18,-2,-43,25,50,70,-122,-29,11,1,8,-17,-31,11,7,4,-3,-27,-5,-31,-12,15,-25,35,-1,-2,0,0
Action 123,GLX,0.6875,-2.3125,-3.25,1.4375,-2.3125,-1,49.625,-36.6875,35.4375,22.125,16.6875,-1.25,-37.9375,-21.4375,-19.3125,7.6875,10.75,-18.5625,-16.25,0.3125,4.5625,4.9375,-1.125,4.625,5.625,-11.0625,-13.3125,-11.5,-9.625,-6.25,0.5,-3.25,1.4375,3.5625,3.25,-1.75,1.6875,2.1875,2.1875,2.1875,-27.125,-37.9375,-5.4375,89.6875,5.8125,0,0
Action 123,GLY,0.6875,-2.3125,-3.25,1.4375,-2.3125,-1,49.625,-36.6875,35.4375,22.125,16.6875,-1.25,-37.9375,-21.4375,-19.3125,7.6875,10.75,-18.5625,-16.25,0.3125,4.5625,4.9375,-1.125,4.625,5.625,-11.0625,-13.3125,-11.5,-9.625,-6.25,0.5,-3.25,1.4375,3.5625,3.25,-1.75,1.6875,2.1875,2.1875,2.1875,-27.125,-37.9375,-5.4375,89.6875,5.8125,0,0
Action 123,GLZ,0.6875,-2.3125,-3.25,1.4375,-2.3125,-1,49.625,-36.6875,35.4375,22.125,16.6875,-1.25,-37.9375,-21.4375,-19.3125,7.6875,10.75,-18.5625,-16.25,0.3125,4.5625,4.9375,-1.125,4.625,5.625,-11.0625,-13.3125,-11.5,-9.625,-6.25,0.5,-3.25,1.4375,3.5625,3.25,-1.75,1.6875,2.1875,2.1875,2.1875,-27.125,-37.9375,-5.4375,89.6875,5.8125,0,0
Action 123,GRX,-0.625,1.0625,-0.4375,-2.125,0.75,-20.0625,-10.875,1.1875,38.25,1.25,22.875,-4.125,-11.125,6.75,27.5625,28.1875,17.8125,8.1875,11.4375,7.75,27.4375,19.0625,18.1875,81.4375,26.75,-10.875,-20.25,-40.125,-54,-57.75,-42.625,-0.0625,13.0625,22.5,-4.6875,-13.3125,-15.875,-20.5625,0.4375,23.4375,22.8125,13.375,-37.1875,7.75,-32.9375,0,0
Action 123,GRY,-0.625,1.0625,-0.4375,-2.125,0.75,-20.0625,-10.875,1.1875,38.25,1.25,22.875,-4.125,-11.125,6.75,27.5625,28.1875,17.8125,8.1875,11.4375,7.75,27.4375,19.0625,18.1875,81.4375,26.75,-10.875,-20.25,-40.125,-54,-57.75,-42.625,-0.0625,13.0625,22.5,-4.6875,-13.3125,-15.875,-20.5625,0.4375,23.4375,22.8125,13.375,-37.1875,7.75,-32.9375,0,0
Action 123,GRZ,-0.625,1.0625,-0.4375,-2.125,0.75,-20.0625,-10.875,1.1875,38.25,1.25,22.875,-4.125,-11.125,6.75,27.5625,28.1875,17.8125,8.1875,11.4375,7.75,27.4375,19.0625,18.1875,81.4375,26.75,-10.875,-20.25,-40.125,-54,-57.75,-42.625,-0.0625,13.0625,22.5,-4.6875,-13.3125,-15.875,-20.5625,0.4375,23.4375,22.8125,13.375,-37.1875,7.75,-32.9375,0,0
Action 123,ORL,2.675852,2.675522,2.675518,2.674138,2.666353,2.66702,2.847536,3.066748,3.279384,3.436418,3.520325,3.531297,3.496016,3.46143,3.442986,3.4511,3.449607,3.444242,3.432554,3.43971,3.433221,3.43963,3.444684,3.463218,3.464812,3.444038,3.421062,3.407675,3.396207,3.390193,3.388779,3.38412,3.386655,3.398318,3.404593,3.402989,3.405506,3.410552,3.410552,3.410552,3.395324,3.334975,3.248367,3.048604,2.787117,0,0
Action 123,OPL,3.052933,3.053848,3.055201,3.055936,3.05402,3.053977,3.104261,3.253601,3.525876,4.008856,4.352218,4.626625,4.792109,4.851631,4.867958,4.903658,4.913326,4.921824,4.904126,4.891159,4.876534,4.867214,4.879175,4.953023,4.972075,5.037673,5.053849,5.053251,5.040018,5.014614,4.982178,4.961435,4.945316,4.962319,4.97084,4.97034,4.954914,4.94723,4.94723,4.94723,4.652632,4.282836,3.881091,3.396831,3.182322,0,0
Action 123,OYL,5.117332,5.1156,5.114214,5.116781,5.124609,5.119728,5.017476,4.719743,4.518359,4.350282,4.26163,4.209673,4.181256,4.152524,4.138258,4.105325,4.101696,4.124818,4.13342,4.141814,4.155252,4.145891,4.113478,4.063736,4.061618,4.06768,4.095827,4.125054,4.146291,4.159854,4.16728,4.169342,4.174226,4.177227,4.175475,4.182883,4.191397,4.199872,4.199872,4.199872,4.267942,4.330377,4.434777,4.710923,5.075843,0,0
Action 123,ORR,7.086889,7.08638,7.081166,7.081372,7.080423,7.063766,6.957604,6.744791,6.683725,6.671296,6.663056,6.667047,6.651281,6.637308,6.683695,6.728641,6.758224,6.775292,6.791003,6.81896,6.833643,6.87933,6.946587,7.049542,7.053044,7.064899,7.033482,6.956693,6.866504,6.760792,6.695084,6.666907,6.672818,6.699507,6.705034,6.691444,6.663591,6.63017,6.610551,6.630117,6.676451,6.706099,6.694087,6.800334,7.000671,0,0
Action 123,OPR,3.135938,3.13669,3.138098,3.138557,3.138587,3.142591,3.187274,3.375545,3.584081,3.809034,4.051444,4.23744,4.467916,4.710474,4.9382,5.003602,5.038759,5.04206,5.05866,5.105463,5.220214,5.382248,5.522319,5.465656,5.288167,5.023439,4.872848,4.797431,4.796479,4.901977,5.035791,5.191358,5.255598,5.257077,5.221842,5.21129,5.175387,5.088177,4.937383,4.609786,4.300449,3.852204,3.579596,3.330381,3.127455,0,0
Action 123,OYR,6.150216,6.149547,6.153711,6.148519,6.15007,6.152129,6.232774,6.46889,6.592832,6.654459,6.699722,6.713093,6.714806,6.724473,6.734824,6.752705,6.775692,6.791016,6.793674,6.7945,6.796306,6.786768,6.726605,6.64503,6.574443,6.53908,6.564349,6.619645,6.692119,6.764803,6.769253,6.701605,6.652794,6.634586,6.637308,6.65292,6.643122,6.636978,6.635923,6.644406,6.645693,6.632436,6.583832,6.445483,6.152079,0,0
Action 124,ALX,0.9277344,0.9233398,0.9262695,0.9301758,0.9282227,0.934082,0.9394531,0.9995117,1.096191,1.086426,0.5600586,0.1855469,0.3950195,0.4506836,0.2333984,0.1289063,0.0546875,0.1118164,0.05517578,0.01611328,0.06201172,0.04199219,0.05712891,-0.06689453,-0.04150391,-0.01416016,-0.09130859,-0.078125,-0.03515625,-0.0009765625,0.02441406,0.01220703,0.02197266,0.05029297,0.04394531,0.015625,-0.004882813,0.0390625,0.1938477,0.06787109,0.293457,0.7158203,0.9926758,0.8007813,0.9086914,0,0
Action 124,ALY,-0.371582,-0.3613281,-0.3398438,-0.3681641,-0.3320313,-0.3476563,-0.3491211,-0.2993164,-0.4638672,-0.5732422,-0.7905273,-0.6040039,-0.7148438,-0.8237305,-0.8212891,-0.7949219,-0.7670898,-0.7724609,-0.8188477,-0.8525391,-0.8945313,-0.8637695,-0.8549805,-0.8286133,-0.8662109,-0.8583984,-0.809082,-0.8144531,-0.7919922,-0.8398438,-0.8813477,-0.9145508,-0.8837891,-0.8295898,-0.8652344,-0.8764648,-0.8339844,-0.7319336,-0.7851563,-0.7226563,-0.8242188,-0.8955078,-0.7270508,-0.4731445,-0.6152344,0,0
Action 124,ALZ,0.08398438,0.07861328,0.07666016,0.1035156,0.08251953,0.07373047,0.07666016,0.08007813,0.1015625,0.4204102,0.5571289,0.4423828,0.4638672,0.5454102,0.5991211,0.6328125,0.5205078,0.5678711,0.5341797,0.5522461,0.5595703,0.5922852,0.5556641,0.590332,0.5390625,0.5224609,0.5322266,0.5439453,0.581543,0.5507813,0.5546875,0.5463867,0.5585938,0.5791016,0.5273438,0.5629883,0.546875,0.4750977,0.4824219,0.3022461,0.4106445,0.5039063,0.28125,0.3876953,0.08398438,0,0
Action 124,ARX,0.8979492,0.9033203,0.9086914,0.8945313,0.9033203,0.902832,0.9042969,0.9365234,1.008789,0.9248047,0.8378906,0.8076172,0.5932617,0.3300781,0.2075195,0.06835938,0.02246094,0.06103516,-0.09619141,-0.1147461,-0.2236328,-0.3364258,-0.2709961,0.09375,0.137207,0.2285156,0.2905273,0.1713867,-0.09716797,-0.2485352,-0.1967773,-0.1123047,-0.02099609,-0.09033203,-0.1123047,-0.1206055,-0.08984375,-0.07763672,0.1123047,0.640625,0.6020508,0.8823242,0.918457,0.8623047,0.9804688,0,0
Action 124,ARY,0.3652344,0.375,0.3676758,0.3671875,0.3515625,0.362793,0.3793945,0.3994141,0.3779297,0.4970703,0.5126953,0.7329102,0.7495117,0.7246094,0.7768555,0.7788086,0.8144531,0.824707,0.8808594,0.9194336,1.018555,0.9077148,0.8071289,0.8857422,0.8120117,0.8862305,1.050293,1.179688,1.049316,0.9775391,0.9150391,0.8149414,0.8071289,0.8828125,0.9199219,0.887207,0.7700195,0.6367188,0.6982422,1.055664,0.6704102,0.7270508,0.5561523,0.5136719,0.3833008,0,0
Action 124,ARZ,0.1259766,0.1235352,0.1191406,0.1376953,0.1245117,0.1220703,0.105957,0.1430664,0.07666016,0.2617188,0.2807617,0.4150391,0.4897461,0.4394531,0.4477539,0.4370117,0.4604492,0.4584961,0.4091797,0.434082,0.3691406,0.2758789,0.3432617,0.2890625,0.3955078,0.4282227,0.5043945,0.4716797,0.3554688,0.2944336,0.3583984,0.4614258,0.605957,0.5625,0.4604492,0.4726563,0.4731445,0.4384766,0.4677734,0.4873047,0.2729492,0.2460938,0.3496094,0.2192383,0.06347656,0,0
Action 124,EMG0L,-1,-1,-1,-4,-2,-2,-1,-3,-1,1,7,-5,17,-1,5,-8,3,8,-3,-2,0,2,-5,-1,7,15,-1,-18,10,1,-7,-12,10,-5,4,-1,-17,-3,-7,17,-4,0,-4,8,-9,0,0
Action 124,EMG1L,1,-1,-1,-1,-5,-1,2,-2,-3,-2,3,-2,2,-3,-3,2,-9,2,5,-3,2,-3,0,-1,-5,5,-2,1,4,7,-5,-6,-6,2,0,-4,-4,2,-19,-3,13,9,1,-1,10,0,0
Action 124,EMG2L,0,-4,-2,4,-4,-3,0,-2,15,-1,14,-27,6,3,-24,-43,-8,-8,15,-20,9,-33,9,10,-17,-12,22,11,-1,16,-18,4,-10,-12,-1,19,-11,-22,-31,4,7,-7,5,1,-4,0,0
Action 124,EMG3L,-1,-1,1,-1,-2,-1,3,-5,6,3,5,2,-14,9,1,-5,12,0,-7,6,-11,-3,-10,-2,3,-6,-10,-11,2,5,0,-9,4,-3,5,0,-4,-4,-16,3,0,2,-6,4,-2,0,0
Action 124,EMG4L,0,-3,-2,1,-2,1,1,-8,-7,3,-3,0,4,-4,2,-2,2,-9,-23,7,-11,-2,-11,-3,6,-12,-5,4,4,2,2,-13,-1,-8,-12,-2,-2,-4,-5,-5,1,5,-4,6,-1,0,0
Action 124,EMG5L,-3,0,-3,-1,-2,1,2,-6,-38,-4,6,1,-3,-9,-7,8,-9,-9,-28,-3,-9,0,-6,4,-6,-4,-7,4,-1,2,7,-14,0,-10,1,3,-3,-7,-4,-1,2,5,-5,8,-2,0,0
Action 124,EMG6L,1,-5,-6,1,-2,4,1,1,-19,2,16,-7,-14,-3,-25,15,-38,-37,51,-16,2,20,25,34,15,18,-53,-9,21,42,-8,0,-20,30,10,20,10,15,-2,-22,-4,7,-35,30,5,0,0
Action 124,EMG7L,-1,-4,-4,-2,-3,-3,2,6,1,0,-2,-10,23,-10,6,-60,-4,22,2,10,24,29,-13,32,25,-7,-53,25,7,-14,-14,1,-32,32,-51,-47,-18,11,-4,-24,-3,-7,0,3,-3,0,0
Action 124,EMG0R,-19,30,4,-5,-3,-3,15,-10,-3,11,13,1,1,-22,-24,0,1,-2,-14,0,-75,1,19,28,-3,22,-5,-3,4,-7,22,-25,-1,-23,-3,-4,-31,-1,-5,76,51,10,5,3,-26,0,0
Action 124,EMG1R,0,2,0,-3,-2,-2,-1,-6,-6,3,-19,-27,14,2,7,-7,2,0,6,-4,13,-6,11,7,-16,7,15,1,6,-9,4,-7,5,-1,0,-17,-11,-5,-33,-16,11,6,-2,-1,1,0,0
Action 124,EMG2R,-3,2,0,-1,-3,-2,0,-7,-7,3,-4,-3,21,17,5,-3,8,4,3,-5,16,-7,4,1,-8,-5,3,0,1,-13,0,-7,14,-6,7,-3,-3,-4,-16,-14,6,-1,3,-5,-3,0,0
Action 124,EMG3R,0,4,-2,-1,1,-2,0,-4,-5,4,11,23,6,17,-15,-9,-7,74,44,12,-6,62,-1,-30,17,-4,-16,23,6,-17,-5,14,26,7,-10,-16,-3,-8,-2,-8,0,0,4,-13,-1,0,0
